video_id,ts,tid,p_state,p_event,R,trigger
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.304,6,0.567,0.000,0.143,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.304,8,0.634,0.000,0.140,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.336,6,0.320,0.000,0.134,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.336,8,0.664,0.000,0.152,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.384,6,0.569,0.000,0.141,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.384,8,0.588,0.000,0.157,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.416,6,0.252,0.000,0.128,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.416,8,0.704,0.000,0.168,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.448,6,0.433,0.000,0.128,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.448,8,0.651,0.000,0.173,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.480,8,0.804,0.000,0.187,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.512,8,0.797,0.000,0.197,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.544,8,0.806,0.000,0.206,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.576,8,0.844,0.000,0.216,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.608,8,0.782,0.000,0.219,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.640,8,0.777,0.000,0.222,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.672,8,0.625,0.000,0.215,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.704,8,0.790,0.000,0.220,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.752,8,0.717,0.000,0.219,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.784,8,0.751,0.000,0.220,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.816,8,0.301,0.000,0.194,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.816,6,0.583,0.000,0.138,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.848,8,0.784,0.000,0.202,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.880,8,0.717,0.000,0.205,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.912,8,0.755,0.000,0.209,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.944,8,0.736,0.000,0.212,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,2.976,8,0.695,0.000,0.211,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.008,6,0.586,0.000,0.145,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.040,6,0.491,0.000,0.146,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.040,8,0.776,0.000,0.215,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.088,6,0.321,0.000,0.136,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.088,8,0.504,0.000,0.203,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.120,6,0.471,0.000,0.137,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.152,8,0.709,0.000,0.205,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.184,8,0.567,0.000,0.198,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.184,6,0.567,0.000,0.144,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.216,8,0.605,0.000,0.194,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.216,6,0.561,0.000,0.148,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.248,8,0.732,0.000,0.199,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.248,6,0.291,0.000,0.136,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.280,8,0.714,0.000,0.202,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.280,6,0.255,0.000,0.124,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.312,8,0.377,0.000,0.185,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.312,6,0.492,0.000,0.129,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.344,8,0.744,0.000,0.192,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.344,6,0.306,0.000,0.121,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.376,8,0.297,0.000,0.172,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.376,6,0.321,0.000,0.116,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.408,8,0.761,0.000,0.183,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.456,8,0.738,0.000,0.191,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.488,8,0.596,0.000,0.188,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.520,8,0.572,0.000,0.185,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.520,6,0.590,0.000,0.129,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.552,8,0.753,0.000,0.193,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.552,6,0.329,0.000,0.123,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.584,8,0.775,0.000,0.201,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.616,8,0.742,0.000,0.205,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.648,8,0.661,0.000,0.204,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.680,8,0.744,0.000,0.208,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.712,8,0.720,0.000,0.209,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.744,6,0.563,0.000,0.132,0
datasets/gmdcsa24/Subject 3/Fall/01.mp4,3.776,6,0.392,0.000,0.129,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,0.304,2,0.558,0.000,0.033,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,0.336,2,0.551,0.000,0.060,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,0.368,2,0.482,0.000,0.077,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,0.400,2,0.452,0.000,0.089,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,1.248,2,0.608,0.000,0.107,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,1.280,2,0.615,0.000,0.123,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,1.376,2,0.516,0.000,0.129,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,1.408,2,0.406,0.000,0.128,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,1.680,4,0.687,0.000,0.041,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,1.776,4,0.527,0.000,0.065,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,1.808,4,0.554,0.000,0.085,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,1.840,4,0.633,0.000,0.106,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,1.872,4,0.792,0.000,0.132,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,1.920,4,0.784,0.000,0.153,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,1.952,4,0.755,0.000,0.168,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,1.984,4,0.776,0.000,0.181,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.016,4,0.872,0.000,0.197,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.048,4,0.900,0.000,0.211,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.080,4,0.900,0.000,0.223,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.112,4,0.895,0.000,0.232,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.144,4,0.889,0.000,0.239,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.176,4,0.824,0.000,0.241,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.208,4,0.811,0.000,0.241,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.240,4,0.737,0.000,0.237,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.288,4,0.697,0.000,0.232,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.320,4,0.718,0.000,0.228,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.352,4,0.559,0.000,0.216,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.384,4,0.787,0.000,0.220,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.416,4,0.761,0.000,0.222,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.448,4,0.731,0.000,0.221,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.480,4,0.682,0.000,0.218,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.512,4,0.756,0.000,0.220,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.544,4,0.626,0.000,0.213,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.576,4,0.510,0.000,0.201,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.608,4,0.476,0.000,0.190,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.656,4,0.617,0.000,0.189,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.688,4,0.701,0.000,0.193,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.720,4,0.693,0.000,0.196,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.752,4,0.663,0.000,0.197,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.784,4,0.680,0.000,0.198,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.816,4,0.587,0.000,0.194,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.848,4,0.629,0.000,0.193,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.880,4,0.646,0.000,0.193,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.912,4,0.515,0.000,0.185,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.944,4,0.624,0.000,0.186,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,2.992,4,0.526,0.000,0.180,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.024,4,0.513,0.000,0.175,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.056,4,0.445,0.000,0.167,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.088,4,0.561,0.000,0.167,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.120,4,0.395,0.000,0.157,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.152,4,0.388,0.000,0.149,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.184,4,0.404,0.000,0.143,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.216,4,0.425,0.000,0.140,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.248,4,0.514,0.000,0.143,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.280,4,0.507,0.000,0.145,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.312,4,0.488,0.000,0.145,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.360,4,0.415,0.000,0.141,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.392,4,0.517,0.000,0.144,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.424,4,0.565,0.000,0.149,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.456,4,0.599,0.000,0.155,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.488,4,0.540,0.000,0.157,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.520,4,0.560,0.000,0.159,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.552,4,0.533,0.000,0.159,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.584,4,0.553,0.000,0.160,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.616,4,0.485,0.000,0.157,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.648,4,0.467,0.000,0.154,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.680,4,0.560,0.000,0.157,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.728,4,0.551,0.000,0.158,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.760,4,0.552,0.000,0.160,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.792,4,0.567,0.000,0.162,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.824,4,0.506,0.000,0.160,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.856,4,0.546,0.000,0.161,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.888,4,0.597,0.000,0.164,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.920,4,0.545,0.000,0.164,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.952,4,0.557,0.000,0.165,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,3.984,4,0.541,0.000,0.164,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.016,4,0.547,0.000,0.164,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.064,4,0.500,0.000,0.161,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.096,4,0.511,0.000,0.160,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.128,4,0.420,0.000,0.153,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.160,4,0.567,0.000,0.156,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.192,4,0.514,0.000,0.156,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.224,4,0.520,0.000,0.156,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.256,4,0.584,0.000,0.160,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.288,4,0.466,0.000,0.156,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.320,4,0.499,0.000,0.155,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.352,4,0.514,0.000,0.155,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.384,4,0.534,0.000,0.156,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.432,4,0.537,0.000,0.157,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.464,4,0.499,0.000,0.155,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.496,4,0.468,0.000,0.152,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.528,4,0.577,0.000,0.156,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.560,4,0.505,0.000,0.155,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.592,4,0.554,0.000,0.158,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.624,4,0.537,0.000,0.158,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.656,4,0.459,0.000,0.154,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.688,4,0.437,0.000,0.150,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.720,4,0.500,0.000,0.150,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.752,4,0.550,0.000,0.153,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.800,4,0.530,0.000,0.154,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.832,4,0.558,0.000,0.157,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.864,4,0.542,0.000,0.158,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.896,4,0.385,0.000,0.149,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.928,4,0.507,0.000,0.150,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.960,4,0.505,0.000,0.150,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,4.992,4,0.487,0.000,0.149,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.024,4,0.518,0.000,0.151,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.056,4,0.532,0.000,0.152,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.088,4,0.545,0.000,0.155,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.136,4,0.561,0.000,0.157,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.168,4,0.443,0.000,0.153,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.200,4,0.446,0.000,0.149,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.232,4,0.535,0.000,0.151,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.264,4,0.491,0.000,0.150,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.296,4,0.527,0.000,0.152,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.328,4,0.513,0.000,0.152,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.360,4,0.423,0.000,0.147,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.392,4,0.547,0.000,0.151,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.424,4,0.443,0.000,0.147,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.456,4,0.482,0.000,0.147,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.504,4,0.450,0.000,0.144,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.536,4,0.526,0.000,0.147,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.568,4,0.444,0.000,0.144,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.600,4,0.477,0.000,0.144,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.632,4,0.547,0.000,0.148,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.664,4,0.436,0.000,0.145,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.696,4,0.520,0.000,0.147,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.728,4,0.547,0.000,0.150,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.760,4,0.521,0.000,0.151,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.792,4,0.525,0.000,0.153,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.824,4,0.553,0.000,0.155,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.872,4,0.464,0.000,0.152,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.904,4,0.580,0.000,0.156,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.936,4,0.566,0.000,0.159,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,5.968,4,0.594,0.000,0.163,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.000,4,0.581,0.000,0.165,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.032,4,0.593,0.000,0.168,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.064,4,0.543,0.000,0.167,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.096,4,0.532,0.000,0.165,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.128,4,0.502,0.000,0.162,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.160,4,0.607,0.000,0.166,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.208,4,0.591,0.000,0.169,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.240,4,0.518,0.000,0.166,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.272,4,0.559,0.000,0.166,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.304,4,0.457,0.000,0.160,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.336,4,0.550,0.000,0.161,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.368,4,0.547,0.000,0.162,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.400,4,0.426,0.000,0.155,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.432,4,0.433,0.000,0.150,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.464,4,0.509,0.000,0.151,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.496,4,0.452,0.000,0.148,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.528,4,0.527,0.000,0.150,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.576,4,0.404,0.000,0.144,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.608,4,0.560,0.000,0.149,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.640,4,0.376,0.000,0.142,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.672,4,0.436,0.000,0.139,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.704,4,0.437,0.000,0.138,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.736,4,0.492,0.000,0.140,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.768,4,0.496,0.000,0.142,0
datasets/gmdcsa24/Subject 1/ADL/01.mp4,6.800,4,0.469,0.000,0.141,0
